food_id,food_name_ar,food_name_en,ingredients_ar,ingredients_en,description_ar,description_en,main_category_ar,main_category_en,calorie_category,rating_avg,image_url,calories_per_100g,fats_per_100g,protein_per_100g,carbs_per_100g,user_1_rating,user_2_rating,user_3_rating,user_4_rating,user_5_rating,user_6_rating,user_7_rating,user_8_rating,user_9_rating,user_10_rating,user_11_rating,user_12_rating,user_13_rating,user_14_rating,user_15_rating,user_16_rating,user_17_rating,user_18_rating,user_19_rating,user_20_rating
30041,بروتين بانكيك,Protein Pancakes,بيض، موز، بروتين باودر، شوفان,"Eggs, banana, protein powder, oats",فطائر بروتين صحية مناسبة لوجبة ما بعد التمرين,Healthy protein pancakes suitable as post-workout meal.,معجنات,Pastry,Medium,3.2,https://upload.wikimedia.org/wikipedia/commons/0/0e/Protein_pancake.jpg,155.0,4.0,18.0,14.0,,,,3.0,,5.0,,,3.0,,,,3.0,3.0,2.0,,5.0,,,2.0
30042,شوفان بالموز والمكسرات,Oats with Banana and Nuts,شوفان، موز، لوز، عسل، لبن,"Oats, banana, almonds, honey, milk",وجبة فطور صحية غنية بالألياف والطاقة,Healthy breakfast rich in fiber and energy.,نباتي,Vegetarian,Medium,3.0,https://upload.wikimedia.org/wikipedia/commons/8/86/Banana_oatmeal.jpg,185.0,6.5,7.0,28.0,,5.0,,2.0,3.0,,,,4.0,1.0,,,5.0,,,,1.0,,,
30043,سلطة الفراولة بالجبنة القريش,Strawberry Cottage Cheese Salad,فراولة، جبنة قريش، عسل، نعناع,"Strawberries, cottage cheese, honey, mint",سلطة بروتين خفيفة ومنعشة مثالية للتخسيس,Light and refreshing protein salad ideal for weight loss.,سلطات,Salad,Low,2.8,https://upload.wikimedia.org/wikipedia/commons/7/7c/Strawberry_cottage_cheese.jpg,95.0,2.0,10.0,10.0,,,,3.0,4.0,,,1.0,4.0,,,5.0,,,2.0,,,,2.0,1.0
30044,دجاج بالخضار المشوية,Chicken with Grilled Vegetables,صدر دجاج، فلفل ملون، كوسة، بصل، ثوم، زيت زيتون,"Chicken breast, bell peppers, zucchini, onion, garlic, olive oil",صدر دجاج مشوي مع خضار ملونة مشوية وجبة صحية متكاملة,"Grilled chicken breast with colorful grilled vegetables, a complete healthy meal.",دواجن,Poultry,Low,2.0,https://upload.wikimedia.org/wikipedia/commons/f/f4/Grilled_chicken_vegetables.jpg,140.0,5.0,24.0,6.0,1.0,1.0,,,,,,,,,5.0,,3.0,,1.0,,,,,1.0
30045,عدس برتقالي بالتوابل,Spiced Red Lentils,عدس برتقالي، كمون، كركم، ثوم، بصل,"Red lentils, cumin, turmeric, garlic, onion",طبق عدس برتقالي عالي البروتين والألياف مناسب لبناء العضلات,High-protein and fiber red lentil dish suitable for muscle building.,نباتي,Vegetarian,Low,3.3,https://upload.wikimedia.org/wikipedia/commons/5/59/Red_lentil_soup.jpg,110.0,1.0,8.0,19.0,,,,,3.0,,,,,,,,,,,2.0,,,,5.0
30046,صدر ديك رومي مشوي,Grilled Turkey Breast,صدر ديك رومي، ثوم، أعشاب، زيت زيتون، ليمون,"Turkey breast, garlic, herbs, olive oil, lemon",صدر ديك رومي قليل الدهون عالي البروتين مثالي لنظام الحمية,Low-fat high-protein turkey breast ideal for diet.,دواجن,Poultry,Low,2.0,https://upload.wikimedia.org/wikipedia/commons/9/9c/Turkey_breast.jpg,150.0,2.0,30.0,0.0,,1.0,,3.0,,,,,,,,,1.0,,,,,3.0,2.0,
30047,بياض البيض المخفوق,Scrambled Egg Whites,بياض بيض، ملح، فلفل، زيت زيتون خفيف,"Egg whites, salt, pepper, light olive oil",بياض البيض خفيف الدهون عالي البروتين وجبة مثالية لبناء العضلات,"Low-fat high-protein egg whites, perfect meal for muscle building.",نباتي,Vegetarian,Low,3.3,https://upload.wikimedia.org/wikipedia/commons/e/e0/Scrambled_eggs.jpg,55.0,0.2,12.5,0.8,,3.0,,,,,4.0,,,,5.0,,1.0,,,5.0,2.0,,,
30048,حمص بالزيت الزيتون,Hummus with Olive Oil,حمص مسلوق، طحينة، ليمون، ثوم، زيت زيتون,"Boiled chickpeas, tahini, lemon, garlic, olive oil",حمص ناعم غني بالبروتين والألياف وجبة صحية شاملة,"Smooth hummus rich in protein and fiber, a comprehensive healthy meal.",نباتي,Vegetarian,Medium,3.0,https://upload.wikimedia.org/wikipedia/commons/9/9c/Hummus_from_The_Nile.jpg,175.0,10.0,8.0,14.0,,3.0,,,4.0,,1.0,,,,,,2.0,,,5.0,,,,
30049,سلطة الحمص بالخضار,Chickpea Vegetable Salad,حمص، طماطم، خيار، بقدونس، ليمون، زيت زيتون,"Chickpeas, tomatoes, cucumber, parsley, lemon, olive oil",سلطة حمص منعشة غنية بالبروتين النباتي والألياف,Refreshing chickpea salad rich in plant protein and fiber.,سلطات,Salad,Low,2.4,https://upload.wikimedia.org/wikipedia/commons/6/6d/Chickpea_salad.jpg,130.0,4.5,7.0,16.0,2.0,,2.0,1.0,2.0,,,,,3.0,,,4.0,,,,,,3.0,
30050,مخفوق البروتين بالموز والشوكولاتة,Chocolate Banana Protein Shake,موز، بروتين شوكولاتة، لبن، شوفان، مكسرات,"Banana, chocolate protein, milk, oats, nuts",مخفوق بروتين بعد التمرين غني بالعناصر الغذائية لاستعادة الطاقة,Post-workout protein shake rich in nutrients for energy recovery.,مخفوقات بروتين,Protein Shakes,Medium,3.2,https://upload.wikimedia.org/wikipedia/commons/e/e5/Chocolate_protein_shake.jpg,220.0,5.0,25.0,22.0,,5.0,2.0,5.0,,,3.0,,,,,,,,1.0,,,,,
30051,مخفوق الكلوبر الأخضر,Green Clover Shake,سبانخ، موز، تفاح، زنجبيل، ليمون، ماء,"Spinach, banana, apple, ginger, lemon, water",مخفوق أخضر منظف للجسم غني بالفيتامينات والمعادن,Detox green shake rich in vitamins and minerals.,سموزي ومخفوقات,Smoothies & Shakes,Low,3.5,https://upload.wikimedia.org/wikipedia/commons/2/27/Green_smoothie.jpg,75.0,0.5,2.0,16.0,,,,,,1.0,,4.0,,,,,,,,,4.0,,,5.0
30052,سمك التونة المشوي,Grilled Tuna Steak,تونة طازجة، ليمون، ثوم، زيت زيتون، أعشاب,"Fresh tuna, lemon, garlic, olive oil, herbs",شريحة تونة مشوية غنية بالأوميغا 3 والبروتين عالية الجودة,Grilled tuna steak rich in omega-3 and high quality protein.,أسماك,Seafood,Low,2.4,https://upload.wikimedia.org/wikipedia/commons/a/a5/Grilled_tuna_steak.jpg,145.0,5.0,25.0,0.0,4.0,,3.0,1.0,,,,,,,,,,,1.0,,,2.0,2.0,4.0
30053,شوربة الدجاج الحارة,Spicy Chicken Soup,صدر دجاج، فلفل حار، ثوم، زنجبيل، خضار,"Chicken breast, chili pepper, garlic, ginger, vegetables",شوربة دجاج منشطة للحرق مثالية لنظام التخسيس,Metabolism-boosting chicken soup ideal for weight loss diet.,شوربة,Soup,Low,4.3,https://upload.wikimedia.org/wikipedia/commons/d/d9/Spicy_chicken_soup.jpg,80.0,2.5,12.0,5.0,,,,,4.0,,,,4.0,,,,,,,5.0,,,,
30054,بطاطا حلوة مشوية,Grilled Sweet Potato,بطاطا حلوة، زيت زيتون، قرفة، ملح,"Sweet potato, olive oil, cinnamon, salt",بطاطا حلوة مشوية غنية بالألياف والفيتامينات مصدر كربوهيدرات صحي,"Grilled sweet potato rich in fiber and vitamins, a healthy carbohydrate source.",نباتي,Vegetarian,Medium,4.0,https://upload.wikimedia.org/wikipedia/commons/5/55/Roasted_sweet_potato.jpg,105.0,2.0,2.0,21.0,4.0,2.0,,,,5.0,,,,5.0,,,,,,,,,,
30055,زبادي يوناني بالتوت,Greek Yogurt with Berries,زبادي يوناني، فراولة، توت، عسل,"Greek yogurt, strawberries, blueberries, honey",زبادي يوناني عالي البروتين مع التوت المضاد للأكسدة,High-protein Greek yogurt with antioxidant-rich berries.,حلويات,Dessert,Low,4.0,https://upload.wikimedia.org/wikipedia/commons/e/e2/Greek_yogurt_berries.jpg,85.0,0.5,9.0,12.0,5.0,,5.0,,,3.0,,,,,5.0,5.0,,,,,,1.0,,
30056,فيليه سمك بالخضار,Fish Fillet with Vegetables,فيليه سمك، فلفل ملون، كوسة، ليمون، ثوم,"Fish fillet, bell peppers, zucchini, lemon, garlic",فيليه سمك مشوي مع خضار متنوعة وجبة خفيفة متكاملة,"Grilled fish fillet with assorted vegetables, a complete light meal.",أسماك,Seafood,Low,3.6,https://upload.wikimedia.org/wikipedia/commons/8/8d/Fish_fillet_vegetables.jpg,130.0,4.0,22.0,5.0,,,,,,,5.0,,,,,,2.0,5.0,4.0,,1.0,,4.0,4.0
30057,سلطة كيتو بالأفوكادو والجبنة,Keto Avocado Cheese Salad,أفوكادو، جبنة فيتا، خيار، زيتون، ليمون، زيت زيتون,"Avocado, feta cheese, cucumber, olives, lemon, olive oil",سلطة كيتو مثالية عالية الدهون الصحية والبروتين ومنخفضة الكربوهيدرات,"Perfect keto salad high in healthy fats and protein, low in carbs.",سلطات,Salad,Low,2.6,https://upload.wikimedia.org/wikipedia/commons/1/1e/Avocado_feta_salad.jpg,210.0,18.0,6.0,5.0,,2.0,,,2.0,4.0,2.0,,4.0,1.0,,,,,,,2.0,,,4.0
30058,ستيك لحم بقري هزيل,Lean Beef Steak,لحم بقري هزيل، ثوم، أعشاب، ملح، فلفل,"Lean beef, garlic, herbs, salt, pepper",ستيك لحم بقري قليل الدهون غني بالبروتين مثالي لبناء العضلات,"Lean beef steak low in fat and rich in protein, ideal for muscle building.",لحوم,Meat,Medium,3.7,https://upload.wikimedia.org/wikipedia/commons/6/6c/Lean_beef_steak.jpg,190.0,8.0,28.0,0.0,,,3.0,,4.0,,,,,,,,,,,,4.0,,,
30059,لوز وجوز وزبيب,Nuts and Raisins Mix,لوز، جوز، زبيب، كاجو، فستق,"Almonds, walnuts, raisins, cashews, pistachios",مزيج مكسرات غني بالأوميغا 3 والمعادن وجبة خفيفة صحية مثالية,"Nut mix rich in omega-3 and minerals, an ideal healthy snack.",نباتي,Vegetarian,High,2.2,https://upload.wikimedia.org/wikipedia/commons/2/27/Trail_mix.jpg,550.0,45.0,15.0,25.0,,,,3.0,4.0,,,,,1.0,,,,,,2.0,1.0,2.0,,
30060,كيك بروتين الشوكولاتة,Chocolate Protein Cake,بروتين باودر، شوكولاتة داكنة، بيض، زبادي، شوفان,"Protein powder, dark chocolate, eggs, yogurt, oats",كيك بروتين صحي منخفض السكر غني بالبروتين لمحبي الحلويات الصحية,Healthy low-sugar protein cake rich in protein for healthy dessert lovers.,حلويات,Dessert,Medium,3.6,https://upload.wikimedia.org/wikipedia/commons/d/d7/Chocolate_protein_cake.jpg,180.0,7.0,20.0,16.0,,,,4.0,,,1.0,,4.0,,4.0,5.0,,,,5.0,,,2.0,
30061,مخفوق الفانيليا والموز,Vanilla Banana Shake,موز، بروتين فانيليا، لبن، زبادي يوناني,"Banana, vanilla protein, milk, Greek yogurt",مخفوق بروتين خفيف ولذيذ مناسب لما بعد التمرين,Light and delicious protein shake suitable post-workout.,مخفوقات بروتين,Protein Shakes,Medium,3.8,https://upload.wikimedia.org/wikipedia/commons/6/67/Vanilla_banana_shake.jpg,195.0,3.0,22.0,24.0,,,,,5.0,4.0,,,5.0,,5.0,,,,1.0,,,,3.0,
30062,طبق الفول السوداني بالتفاح,Peanut Butter Apple Plate,تفاح، زبدة فول سوداني طبيعية,"Apple, natural peanut butter",وجبة خفيفة صحية من التفاح وزبدة الفول السوداني الطبيعية,Healthy snack of apple with natural peanut butter.,نباتي,Vegetarian,Medium,3.7,https://upload.wikimedia.org/wikipedia/commons/3/3c/Apple_peanut_butter.jpg,160.0,8.0,4.5,18.0,,,,,,,,,,,,,,5.0,,,3.0,3.0,,
30063,روبيان مشوي بالثوم,Garlic Grilled Shrimp,روبيان، ثوم، زبدة، بقدونس، ليمون,"Shrimp, garlic, butter, parsley, lemon",روبيان مشوي بالثوم والزبدة غني بالبروتين قليل الدهون,Garlic butter grilled shrimp rich in protein and low in fat.,أسماك,Seafood,Low,2.2,https://upload.wikimedia.org/wikipedia/commons/a/a7/Garlic_shrimp.jpg,120.0,2.0,22.0,2.0,2.0,,,1.0,1.0,,,,,,5.0,,,,2.0,,,,,
30064,بروتين بار شوفان وعسل,Oat Honey Protein Bar,شوفان، عسل، بروتين باودر، زبدة لوز، شوكولاتة داكنة,"Oats, honey, protein powder, almond butter, dark chocolate",بار بروتين صحي محلي الصنع مناسب لوجبة ما قبل التمرين,Homemade healthy protein bar suitable as pre-workout snack.,مخفوقات بروتين,Protein Shakes,Medium,3.7,https://upload.wikimedia.org/wikipedia/commons/e/e9/Protein_bar.jpg,250.0,9.0,18.0,28.0,,,,,,,3.0,,4.0,,,,,,,,,,4.0,
30066,بسبوسة بالقشطة,Basbousa with Cream,سميد، سكر، زبادي، قشطة، لوز,"Semolina, sugar, yogurt, cream, almonds",بسبوسة مصرية ناعمة مع القشطة وتزيين باللوز,Soft Egyptian basbousa with cream and almond garnish.,حلويات,Dessert,High,3.5,https://upload.wikimedia.org/wikipedia/commons/2/2e/Basbousa.jpg,360.0,15.0,6.0,52.0,,,2.0,5.0,5.0,,,,,2.0,,,,,2.0,,,,,5.0
30067,كنافة بالجبنة,Kunafa with Cheese,كنافة، جبنة موتزاريلا، سكر، ماء زهر، سمن,"Kunafa pastry, mozzarella, sugar syrup, rose water, ghee",حلوى شرقية شهيرة من عجين الكنافة الرقيق محشو بالجبنة ومقلي بالسمن,Famous oriental dessert of fine kunafa pastry stuffed with cheese and fried in ghee.,حلويات,Dessert,High,4.8,https://upload.wikimedia.org/wikipedia/commons/5/5d/Konafah_with_cheese.jpg,420.0,20.0,10.0,55.0,,5.0,5.0,,4.0,,,,,,,,,5.0,,,,,,
30068,لقيمات بالعسل,Luqaimat with Honey,دقيق، خميرة، ماء، سكر، زيت، عسل,"Flour, yeast, water, sugar, oil, honey",كرات عجين صغيرة مقلية ومقدمة مع العسل,Small fried dough balls served with honey.,حلويات,Dessert,High,2.5,https://upload.wikimedia.org/wikipedia/commons/b/b1/Luqaimat.jpg,350.0,18.0,4.0,45.0,,3.0,,,,,2.0,,4.0,,,,,,,,,,1.0,
30069,مهلبية بماء الورد,Rose Water Muhallabia,لبن، نشا، سكر، ماء ورد، مكسرات,"Milk, starch, sugar, rose water, nuts",بودينغ لبن مصري رقيق بنكهة ماء الورد والمكسرات,Delicate Egyptian milk pudding with rose water and nuts flavor.,حلويات,Dessert,Medium,2.7,https://upload.wikimedia.org/wikipedia/commons/9/94/Muhallabia.jpg,180.0,6.0,5.0,27.0,1.0,,,,,,,,,,,,2.0,,,5.0,,,,
30070,بلح الشام,Balah El Sham,دقيق، زبدة، بيض، زيت، شيرة,"Flour, butter, eggs, oil, sugar syrup",حلوى مقلية هشة مغطاة بالشيرة,Crispy fried pastry coated with sugar syrup.,حلويات,Dessert,High,1.8,https://upload.wikimedia.org/wikipedia/commons/9/9d/Balah_el_sham.jpg,395.0,22.0,5.0,48.0,,,3.0,,,,,1.0,,,,1.0,1.0,3.0,,,,,2.0,
30071,رقاق بالقشطة والعسل,Raqaq with Cream and Honey,رقاق، قشطة، عسل، مكسرات,"Thin bread, cream, honey, nuts",طبقات من الرقاق مع القشطة والعسل والمكسرات,"Layers of thin bread with cream, honey and nuts.",حلويات,Dessert,High,3.6,https://upload.wikimedia.org/wikipedia/commons/6/6a/Cream_honey_pastry.jpg,340.0,18.0,6.0,42.0,,5.0,2.0,3.0,,,,,,,,4.0,4.0,,3.0,,5.0,3.0,,
30072,حلاوة طحينية بالمكسرات,Tahini Halva with Nuts,طحينة، سكر، مكسرات متنوعة,"Tahini, sugar, mixed nuts",حلاوة طحينية مصرية تقليدية مع المكسرات الغنية,Traditional Egyptian tahini halva with rich mixed nuts.,حلويات,Dessert,High,4.3,https://upload.wikimedia.org/wikipedia/commons/8/82/Halva.jpg,495.0,30.0,11.0,50.0,,,,,5.0,,,,,,,,,,5.0,,,3.0,,
30073,تشيز كيك بالفراولة,Strawberry Cheesecake,جبنة كريمية، فراولة، بسكويت، زبدة، سكر، بيض,"Cream cheese, strawberries, biscuit, butter, sugar, eggs",تشيز كيك كريمي مع صلصة الفراولة الطازجة,Creamy cheesecake with fresh strawberry sauce.,حلويات,Dessert,High,2.0,https://upload.wikimedia.org/wikipedia/commons/e/e5/Strawberry_cheesecake.jpg,365.0,22.0,7.0,37.0,,,,,2.0,,,,,,,1.0,,1.0,4.0,,2.0,,,
30074,كريم كراميل,Creme Caramel,بيض، لبن، سكر، فانيليا، كراميل,"Eggs, milk, sugar, vanilla, caramel",بودينغ بيض لطيف مع الكراميل المذاب,Smooth egg custard with melted caramel.,حلويات,Dessert,Medium,2.5,https://upload.wikimedia.org/wikipedia/commons/6/6a/Creme_caramel_2.jpg,175.0,5.0,6.0,27.0,,,,,1.0,,,,,2.0,,,3.0,3.0,,,2.0,,4.0,
30075,مولتن كيك بالشوكولاتة,Chocolate Molten Cake,شوكولاتة داكنة، زبدة، بيض، دقيق، سكر,"Dark chocolate, butter, eggs, flour, sugar",كيك شوكولاتة بمركز منصهر لذيذ,Chocolate cake with a deliciously melted center.,حلويات,Dessert,High,4.2,https://upload.wikimedia.org/wikipedia/commons/2/28/Chocolate_lava_cake.jpg,420.0,25.0,8.0,45.0,,3.0,,,,,5.0,,,,,,4.0,5.0,,,,,,
30076,تارت الليمون,Lemon Tart,دقيق، زبدة، بيض، ليمون، سكر، قشطة,"Flour, butter, eggs, lemon, sugar, cream",تارت ليمون حامض حلو بقاعدة بسكويت مقرمشة,Sweet and tangy lemon tart with a crispy biscuit base.,حلويات,Dessert,High,2.6,https://upload.wikimedia.org/wikipedia/commons/a/af/Lemon_tart.jpg,310.0,16.0,5.0,40.0,,,2.0,,3.0,,,1.0,,,,4.0,,4.0,,2.0,,2.0,,
30077,ايس كريم مانجو,Mango Ice Cream,مانجو، لبن، قشطة، سكر، فانيليا,"Mango, milk, cream, sugar, vanilla",آيس كريم مانجو طبيعي كريمي ومنعش,Natural creamy and refreshing mango ice cream.,حلويات,Dessert,High,2.0,https://upload.wikimedia.org/wikipedia/commons/b/bb/Mango_ice_cream.jpg,210.0,10.0,3.0,30.0,,1.0,1.0,4.0,1.0,,4.0,,,,1.0,,,1.0,,,,,3.0,
30078,قطايف بالقشطة,Qatayef with Cream,قطايف، قشطة، مكسرات، شيرة,"Qatayef pancakes, cream, nuts, sugar syrup",فطائر رمضانية محشوة بالقشطة والمكسرات ومقلية أو مشوية,"Ramadan pancakes stuffed with cream and nuts, fried or baked.",حلويات,Dessert,High,2.3,https://upload.wikimedia.org/wikipedia/commons/b/b0/Qatayef.jpg,380.0,18.0,7.0,50.0,,,3.0,,,,,1.0,1.0,,,,,,,2.0,,,3.0,4.0
30079,بودينغ الشوكولاتة,Chocolate Pudding,شوكولاتة، لبن، نشا، سكر، فانيليا,"Chocolate, milk, starch, sugar, vanilla",بودينغ شوكولاتة ناعم وكريمي,Smooth and creamy chocolate pudding.,حلويات,Dessert,Medium,2.5,https://upload.wikimedia.org/wikipedia/commons/8/82/Chocolate_pudding.jpg,195.0,7.0,4.5,30.0,,,,2.0,,,,,,,,,,3.0,,,4.0,,1.0,
30080,باباروا الفانيليا,Vanilla Bavarois,قشطة، فانيليا، جيلاتين، لبن، سكر,"Cream, vanilla, gelatin, milk, sugar",حلوى فرنسية ناعمة بنكهة الفانيليا,Smooth French dessert with vanilla flavor.,حلويات,Dessert,Medium,2.0,https://upload.wikimedia.org/wikipedia/commons/2/2c/Vanilla_bavarois.jpg,230.0,14.0,5.0,23.0,,2.0,,,,,,,,,,,3.0,,,,,,1.0,
30081,تارت الفراولة,Strawberry Tart,دقيق، زبدة، كريم باتيسير، فراولة طازجة,"Flour, butter, pastry cream, fresh strawberries",تارت فراولة طازج بكريم ناعم وقاعدة مقرمشة,Fresh strawberry tart with smooth cream and crispy base.,حلويات,Dessert,High,3.5,https://upload.wikimedia.org/wikipedia/commons/5/5d/Strawberry_tart.jpg,285.0,14.0,5.0,37.0,,,,,5.0,,,,,2.0,,2.0,,,,,5.0,,,
30082,سوفليه الشوكولاتة,Chocolate Soufflé,شوكولاتة داكنة، بيض، زبدة، سكر، دقيق,"Dark chocolate, eggs, butter, sugar, flour",سوفليه شوكولاتة ينتفخ بشكل جميل وطعمه غني,Beautifully puffed chocolate soufflé with rich flavor.,حلويات,Dessert,High,3.6,https://upload.wikimedia.org/wikipedia/commons/7/7e/Chocolate_soufflé.jpg,340.0,18.0,9.0,38.0,2.0,,,5.0,2.0,,,5.0,5.0,,1.0,,5.0,,,,,4.0,,
30083,مافن التوت,Blueberry Muffin,دقيق، توت، زبدة، سكر، بيض، لبن,"Flour, blueberries, butter, sugar, eggs, milk",مافن طري ومنتفخ محشو بحبات التوت الطازجة,Soft and fluffy muffin stuffed with fresh blueberries.,حلويات,Dessert,High,2.5,https://upload.wikimedia.org/wikipedia/commons/b/bf/Blueberry_muffin.jpg,320.0,14.0,5.0,44.0,2.0,,,,,,,2.0,,,,,,,,,,1.0,,5.0
30084,كيك الجزر بالجبنة الكريمية,Carrot Cake with Cream Cheese,جزر، دقيق، بيض، سكر، قرفة، جبنة كريمية,"Carrots, flour, eggs, sugar, cinnamon, cream cheese",كيك الجزر المرطب مع كريمة الجبنة,Moist carrot cake with cream cheese frosting.,حلويات,Dessert,High,2.9,https://upload.wikimedia.org/wikipedia/commons/e/eb/Carrot_cake_slice.jpg,350.0,18.0,5.0,46.0,,,5.0,,,,,,,,,,,,2.0,1.0,5.0,4.0,2.0,1.0
30085,بودينغ الأرز بالقرفة,Rice Pudding with Cinnamon,أرز، لبن، سكر، قرفة، فانيليا,"Rice, milk, sugar, cinnamon, vanilla",بودينغ أرز كريمي مع القرفة التقليدية,Creamy rice pudding with traditional cinnamon.,حلويات,Dessert,Medium,2.3,https://upload.wikimedia.org/wikipedia/commons/8/82/Rice_pudding.jpg,160.0,3.5,4.0,30.0,,,,,,,,3.0,,1.0,,,,,3.0,,,,,
30087,بانا كوتا بالمانجو,Mango Panna Cotta,قشطة، جيلاتين، سكر، فانيليا، مانجو,"Cream, gelatin, sugar, vanilla, mango",حلوى إيطالية ناعمة مع صلصة المانجو الاستوائية,Smooth Italian dessert with tropical mango sauce.,حلويات,Dessert,Medium,3.0,https://upload.wikimedia.org/wikipedia/commons/6/6d/Panna_cotta.jpg,270.0,18.0,3.0,25.0,2.0,,,,,,,,,,,,,5.0,1.0,,4.0,,,
30088,شوكولاتة داكنة بالمكسرات,Dark Chocolate with Nuts,شوكولاتة داكنة، لوز، فستق، كاجو,"Dark chocolate, almonds, pistachios, cashews",شوكولاتة داكنة فاخرة مع مكسرات متنوعة,Premium dark chocolate with assorted nuts.,حلويات,Dessert,High,3.4,https://upload.wikimedia.org/wikipedia/commons/3/3e/Dark_chocolate_with_nuts.jpg,530.0,38.0,8.0,42.0,,,4.0,3.0,,,2.0,,,3.0,5.0,,,,,,5.0,2.0,,
30089,بسكويت الشوفان بالشوكولاتة,Oat Chocolate Cookies,شوفان، شوكولاتة، زبدة، سكر، بيض,"Oats, chocolate chips, butter, sugar, eggs",بسكويت الشوفان بقطع الشوكولاتة الهش والمقرمش,Crispy and crunchy oat cookies with chocolate chips.,حلويات,Dessert,High,2.8,https://upload.wikimedia.org/wikipedia/commons/b/b1/Oat_chocolate_chip_cookies.jpg,460.0,22.0,7.0,62.0,3.0,1.0,,,,5.0,,,2.0,5.0,,,,,,,,1.0,,
30090,آيس كريم الفانيليا بالكراميل,Vanilla Ice Cream with Caramel,قشطة، فانيليا، سكر، كراميل,"Cream, vanilla, sugar, caramel",آيس كريم فانيليا ناعم مع كراميل ذهبي,Smooth vanilla ice cream with golden caramel.,حلويات,Dessert,High,3.5,https://upload.wikimedia.org/wikipedia/commons/5/5c/Vanilla_ice_cream_with_caramel.jpg,265.0,14.0,4.0,33.0,,,3.0,,,,5.0,,,,,,1.0,,5.0,,,,,
30091,بروفيترول بالشوكولاتة,Chocolate Profiteroles,دقيق، زبدة، بيض، شوكولاتة، قشطة,"Flour, butter, eggs, chocolate, cream",كرات شو مع كريم الفانيليا ومغطاة بالشوكولاتة الداكنة,Choux balls with vanilla cream covered in dark chocolate.,حلويات,Dessert,High,3.3,https://upload.wikimedia.org/wikipedia/commons/c/ca/Profiteroles.jpg,410.0,24.0,7.0,44.0,,,5.0,,,,5.0,,,,,,,4.0,1.0,,3.0,2.0,,
30092,جيلاتو الفستق,Pistachio Gelato,فستق، لبن، قشطة، سكر,"Pistachios, milk, cream, sugar",جيلاتو إيطالي بنكهة الفستق الأصيلة,Authentic Italian gelato with pistachio flavor.,حلويات,Dessert,High,3.2,https://upload.wikimedia.org/wikipedia/commons/9/98/Pistachio_gelato.jpg,235.0,12.0,5.0,29.0,,,,,5.0,,,,,,,3.0,,,,,4.0,3.0,,1.0
30093,شوربة ام علي بالعيش البلدي,Om Ali Soup with Pita Bread,عيش بلدي، لبن، سكر، قشطة، مكسرات، لوز,"Pita bread, milk, sugar, cream, nuts, almonds",نسخة سائلة دافئة من حلوى أم علي المصرية الشهيرة,Warm liquid version of the famous Egyptian Om Ali dessert.,حلويات,Dessert,High,3.2,https://upload.wikimedia.org/wikipedia/commons/e/e8/Om_Ali_Egyptian_dessert.jpg,290.0,14.0,7.0,35.0,5.0,,,,,,3.0,2.0,,3.0,,4.0,,,2.0,,,4.0,,3.0
30094,بودينغ الشوفان بالفواكه,Oat Pudding with Fruits,شوفان، لبن، فواكه طازجة، عسل، قرفة,"Oats, milk, fresh fruits, honey, cinnamon",بودينغ شوفان صحي مع الفواكه الطازجة والعسل,Healthy oat pudding with fresh fruits and honey.,حلويات,Dessert,Medium,3.2,https://upload.wikimedia.org/wikipedia/commons/0/0a/Oatmeal_with_fruits.jpg,155.0,3.0,5.0,28.0,,1.0,,,,,,,,4.0,,,5.0,,,,,,3.0,
30095,أرز بالخلطة,Mixed Rice,أرز، شعيرية، سمنة، ملح، بهارات,"Rice, vermicelli, ghee, salt, spices",أرز مصري بالشعيرية المقلية بالسمنة بطريقة تقليدية,"Egyptian rice cooked with vermicelli fried in ghee, traditional style.",نباتي,Vegetarian,Medium,2.4,https://upload.wikimedia.org/wikipedia/commons/4/46/Egyptian_rice.jpg,155.0,4.5,3.0,27.0,,,1.0,,,,,,5.0,,1.0,,,2.0,3.0,1.0,,4.0,,
30096,سجق مشوي,Grilled Sujuk,سجق، ثوم، كمون، فلفل حلو، خل,"Sujuk, garlic, cumin, sweet pepper, vinegar",سجق مشوي متبل بالثوم والكمون على الطريقة المصرية,Grilled sujuk seasoned with garlic and cumin in Egyptian style.,لحوم,Meat,High,3.2,https://upload.wikimedia.org/wikipedia/commons/1/1d/Sujuk_grilled.jpg,350.0,28.0,18.0,2.0,,,,,,,5.0,,3.0,2.0,,4.0,2.0,,,,3.0,,,
30097,خبز فينو بالجبنة والعجوة,Fino Bread with Cheese and Dates,خبز فينو، جبنة بيضاء، عجوة,"Fino bread, white cheese, date paste",وجبة فطور مصرية خفيفة ومحببة,A popular light Egyptian breakfast.,معجنات,Pastry,High,3.8,https://upload.wikimedia.org/wikipedia/commons/8/89/Egyptian_bread_cheese.jpg,310.0,12.0,9.0,44.0,3.0,,,,,,,,5.0,,,,,,,,,5.0,2.0,
30098,طاجن كوارع,Trotters Tagine,كوارع لحم، ثوم، خل، كمون، ملح، فلفل,"Trotters, garlic, vinegar, cumin, salt, pepper",كوارع مطهوة ببطء مع البهارات المصرية الغنية,Trotters slow-cooked with rich Egyptian spices.,لحوم,Meat,High,3.2,https://upload.wikimedia.org/wikipedia/commons/3/37/Trotters_stew.jpg,230.0,14.0,20.0,2.0,,,,,4.0,,3.0,,,,3.0,,,,,,,,3.0,
